name,author,format,book_depository_stars,price,isbn,category,img_paths
The Wristwatch Handbook,Ryan Schmidt,Hardback,4.5,73.88,9781851498291,Technology-Engineering,dataset/Technology-Engineering/0000318.jpg
The Secret Life of Cows,Rosamund Young,Paperback,3.5,8.83,9780571345793,Technology-Engineering,dataset/Technology-Engineering/0000319.jpg
The Invention of Nature,Andrea Wulf,Hardback,4.5,23.17,9780385350662,Technology-Engineering,dataset/Technology-Engineering/0000320.jpg
Mastering Artisan Cheesemaking,Gianaclis Caldwell,Paperback,4.5,28.81,9781603583329,Technology-Engineering,dataset/Technology-Engineering/0000321.jpg
On the Future,Martin Rees,Hardback,3.5,12.59,9780691180441,Technology-Engineering,dataset/Technology-Engineering/0000322.jpg
The Way Home,Mark Boyle,Hardback,4.0,16.2,9781786076007,Technology-Engineering,dataset/Technology-Engineering/0000323.jpg
Animals Make Us Human,Dr Temple Grandin,Paperback,4.0,13.17,9780547248233,Technology-Engineering,dataset/Technology-Engineering/0000324.jpg
Fourth Phase of Water,Gerald Pollack,Paperback,4.5,29.63,9780962689543,Technology-Engineering,dataset/Technology-Engineering/0000325.jpg
The Big Bento Box of Unuseless Japanese Inventions,Kenji Kawakami,Paperback,4.0,15.68,9780393326765,Technology-Engineering,dataset/Technology-Engineering/0000326.jpg
Gaia,James Lovelock,Paperback,4.0,9.11,9780198784883,Technology-Engineering,dataset/Technology-Engineering/0000327.jpg
On War,Carl von Clausewitz,Paperback,4.0,8.13,9780199540020,Technology-Engineering,dataset/Technology-Engineering/0000328.jpg
Cartoon Guide to Genetics,Larry Gonick,Paperback,4.0,13.62,9780062730992,Technology-Engineering,dataset/Technology-Engineering/0000329.jpg
"Tracks: a Woman's Solo Trek across 1, 700 Miles of Australian Outback",Robyn Davidson,Paperback,4.0,13.3,9780679762874,Technology-Engineering,dataset/Technology-Engineering/0000330.jpg
Metalworker's Data Book,Harold Hall,Paperback,4.0,8.41,9781854862532,Technology-Engineering,dataset/Technology-Engineering/0000331.jpg
The Right Way to Keep Chickens,Virginia Shirt,Paperback,4.0,4.38,9780716030188,Technology-Engineering,dataset/Technology-Engineering/0000332.jpg
A Honeybee Heart Has Five Openings,HELEN JUKES,Hardback,4.0,14.27,9781471167713,Technology-Engineering,dataset/Technology-Engineering/0000333.jpg
The Bee Book,DK,Hardback,4.5,21.64,9780241217429,Technology-Engineering,dataset/Technology-Engineering/0000334.jpg
Backyard Chickens,Dave Ingham,Hardback,4.5,13.15,9781743367551,Technology-Engineering,dataset/Technology-Engineering/0000335.jpg
How to Grow Perennial Vegetables,Martin Crawford,Paperback,4.0,16.41,9781900322843,Technology-Engineering,dataset/Technology-Engineering/0000336.jpg
The Art of War,Sun Tzu,Hardback,4.0,13.83,9780785829225,Technology-Engineering,dataset/Technology-Engineering/0000337.jpg
Welding For Dummies,Steven Robert Farnsworth,Paperback,4.0,15.64,9780470455968,Technology-Engineering,dataset/Technology-Engineering/0000338.jpg
How Did We Get into This Mess?,George Monbiot,Paperback,4.0,12.15,9781786630780,Technology-Engineering,dataset/Technology-Engineering/0000339.jpg
The Lean Farm,Ben Hartman,Paperback,4.5,21.03,9781603585927,Technology-Engineering,dataset/Technology-Engineering/0000340.jpg
"The Lego Adventure Book, Vol. 1",Megan H. Rothrock,Hardback,4.0,22.54,9781593274429,Technology-Engineering,dataset/Technology-Engineering/0000341.jpg
Cracking the PM Interview,Gayle Laakmann McDowell,Paperback,4.0,22.13,9780984782819,Technology-Engineering,dataset/Technology-Engineering/0000342.jpg
The New Cider Maker's Handbook,Claude Jolicoeur,Hardback,4.5,31.98,9781603584739,Technology-Engineering,dataset/Technology-Engineering/0000343.jpg
"The Horse, the Wheel, and Language",David W. Anthony,Paperback,4.0,25.97,9780691148182,Technology-Engineering,dataset/Technology-Engineering/0000344.jpg
Essence and Alchemy,Mandy Aftel,Paperback,4.0,15.03,9781586857028,Technology-Engineering,dataset/Technology-Engineering/0000345.jpg
"Practical Electronics for Inventors, Fourth Edition",Paul Scherz,Paperback,4.5,51.49,9781259587542,Technology-Engineering,dataset/Technology-Engineering/0000346.jpg
The Art of Coco,John Lasseter,Hardback,4.5,26.89,9781452156439,Technology-Engineering,dataset/Technology-Engineering/0000347.jpg
The Prize,Daniel Yergin,Paperback,4.5,22.29,9781847376466,Technology-Engineering,dataset/Technology-Engineering/0000348.jpg
Agriculture Course,Rudolf Steiner,Paperback,4.0,14.35,9781855841482,Technology-Engineering,dataset/Technology-Engineering/0000349.jpg
Restoration Agriculture,Mark Shepard,Paperback,4.5,24.43,9781601730350,Technology-Engineering,dataset/Technology-Engineering/0000350.jpg
Rel,Christian F. Puglisi,Hardback,4.5,32.68,9781607746492,Technology-Engineering,dataset/Technology-Engineering/0000351.jpg
Universal,Brian Cox,Paperback,4.0,10.28,9780241953174,Technology-Engineering,dataset/Technology-Engineering/0000352.jpg
Patisserie,William Curley,Hardback,5.0,37.7,9781909342217,Technology-Engineering,dataset/Technology-Engineering/0000353.jpg
"Taming the Truffle: The History, Lore, and Science of the Ultimate Mushroom",Ian R. Hall,Hardback,3.5,22.68,9780881928600,Technology-Engineering,dataset/Technology-Engineering/0000354.jpg
Spitfire Manual 1940,Dilip Sarkar,Paperback,4.0,11.08,9781848684362,Technology-Engineering,dataset/Technology-Engineering/0000355.jpg
Building Construction Handbook,Roy Chudley,Paperback,4.0,48.01,9781138907096,Technology-Engineering,dataset/Technology-Engineering/0000356.jpg
Institut Paul Bocuse Gastronomique,Institut Paul Bocuse,Hardback,4.5,90.78,9780600634171,Technology-Engineering,dataset/Technology-Engineering/0000357.jpg
The Box,Marc Levinson,Paperback,4.0,17.62,9780691170817,Technology-Engineering,dataset/Technology-Engineering/0000358.jpg
Not That Kind of Girl,LENA DUNHAM,Hardback,3.5,24.48,9780812994995,Technology-Engineering,dataset/Technology-Engineering/0000359.jpg
International School of Sugarcraft Book 2,Nicholas Lodge,Paperback,4.0,17.54,9781853917530,Technology-Engineering,dataset/Technology-Engineering/0000360.jpg
Accessory to War,Neil Degrasse Tyson,Hardback,3.5,21.95,9780393064445,Technology-Engineering,dataset/Technology-Engineering/0000361.jpg
Forbidden Lego,Ulrik Pilegaard,Paperback,3.5,20.01,9781593271374,Technology-Engineering,dataset/Technology-Engineering/0000362.jpg
Tiny House Design and Construction Guide,Dan Louche,Paperback,4.0,19.72,9780997288704,Technology-Engineering,dataset/Technology-Engineering/0000363.jpg
Are You Smart Enough to Work at Google?,William Poundstone,Paperback,3.5,9.02,9781851689552,Technology-Engineering,dataset/Technology-Engineering/0000364.jpg
Fifty Things that Made the Modern Economy,Tim Harford,Paperback,4.0,8.89,9780349142630,Technology-Engineering,dataset/Technology-Engineering/0000365.jpg
Getting Started with Arduino,Massimo Banzi,Paperback,4.0,14.32,9781449363338,Technology-Engineering,dataset/Technology-Engineering/0000366.jpg
In the Heart of the Sea,Nathaniel Philbrick,Paperback,4.0,14.6,9780141001821,Technology-Engineering,dataset/Technology-Engineering/0000367.jpg
Physics of the Future,Michio Kaku,Paperback,4.0,10.5,9780141044248,Technology-Engineering,dataset/Technology-Engineering/0000368.jpg
Mickey Baker's Complete Course in Jazz Guitar,Mickey Baker,Paperback,4.5,9.03,9780825652806,Technology-Engineering,dataset/Technology-Engineering/0000369.jpg
NASA Saturn V Owners' Workshop Manual,W. David Woods,Hardback,4.5,22.7,9780857338280,Technology-Engineering,dataset/Technology-Engineering/0000370.jpg
To Pixar and Beyond,Lawrence Levy,Paperback,4.5,9.57,9781786071866,Technology-Engineering,dataset/Technology-Engineering/0000371.jpg
Basic Butchering of Livestock and Game,John J. Mettler,Paperback,4.0,11.35,9780882663913,Technology-Engineering,dataset/Technology-Engineering/0000372.jpg
"The Unofficial Lego Technic Builder's Guide, 2e",Pawel 'sariel' Kmiec,Paperback,5.0,29.43,9781593277604,Technology-Engineering,dataset/Technology-Engineering/0000373.jpg
Somme Mud,E.P.F. Lynch,Paperback,4.5,11.04,9780553819137,Technology-Engineering,dataset/Technology-Engineering/0000374.jpg
Eating on the Wild Side,Jo Robinson,Paperback,4.0,13.8,9780316227933,Technology-Engineering,dataset/Technology-Engineering/0000375.jpg
The Engine 2 Diet,Rip Esselstyn,Hardback,4.0,17.33,9780446506694,Technology-Engineering,dataset/Technology-Engineering/0000376.jpg
"Art of DreamWorks Animation, The",Ramin Zahed,Hardback,4.5,71.46,9781419711664,Technology-Engineering,dataset/Technology-Engineering/0000377.jpg
The Astronaut Selection Test Book,Tim Peake,Hardback,4.0,20.92,9781780899183,Technology-Engineering,dataset/Technology-Engineering/0000378.jpg
New Dark Age,James Bridle,Hardback,4.0,20.11,9781786635471,Technology-Engineering,dataset/Technology-Engineering/0000379.jpg
Chicken Manual,Laurence Beeken,Hardback,4.5,16.96,9781844257294,Technology-Engineering,dataset/Technology-Engineering/0000380.jpg
The Professional Pastry Chef,Bo Friberg,Hardback,4.5,71.73,9780471359258,Technology-Engineering,dataset/Technology-Engineering/0000381.jpg
"Plant-Based Nutrition, 2E","Julieanna Hever MS, Rd, CPT",Paperback,4.0,15.63,9781465470201,Technology-Engineering,dataset/Technology-Engineering/0000382.jpg
The Quest,Daniel Yergin,Paperback,4.0,16.68,9780143121947,Technology-Engineering,dataset/Technology-Engineering/0000383.jpg
"Making Cheese, Butter and Yogurt: Storey's Country Wisdom Bulletin A.283",Ricki Carroll,Paperback,4.0,3.04,9781580178792,Technology-Engineering,dataset/Technology-Engineering/0000384.jpg
Space And Place,Yi-Fu Tuan,Paperback,4.0,18.3,9780816638772,Technology-Engineering,dataset/Technology-Engineering/0000385.jpg
Map,Phaidon Editors,Hardback,4.5,53.49,9780714869445,Technology-Engineering,dataset/Technology-Engineering/0000386.jpg
Security Studies,Paul D. Williams,Paperback,4.0,38.65,9780415782814,Technology-Engineering,dataset/Technology-Engineering/0000387.jpg
Architectural Graphics,Francis D. K. Ching,Paperback,4.0,75.64,9780470399118,Technology-Engineering,dataset/Technology-Engineering/0000388.jpg
Apollo 11,David Whitehouse,Paperback,4.0,13.68,9781785785122,Technology-Engineering,dataset/Technology-Engineering/0000389.jpg
The Grand Design,Stephen Hawking,Hardback,4.0,18.22,9780553805376,Technology-Engineering,dataset/Technology-Engineering/0000390.jpg
Brain Food,Dr Lisa Mosconi,Paperback,4.0,9.85,9780241381779,Technology-Engineering,dataset/Technology-Engineering/0000391.jpg
Illustrated Sail & Rig Tuning,Ivar Dedekam,Paperback,4.5,13.11,9781898660675,Technology-Engineering,dataset/Technology-Engineering/0000392.jpg
What Einstein Told His Cook,Robert L. Wolke,Paperback,4.0,14.65,9780393329421,Technology-Engineering,dataset/Technology-Engineering/0000393.jpg
Like A Thief In Broad Daylight,Slavoj Zizek,Hardback,3.5,16.96,9780241364291,Technology-Engineering,dataset/Technology-Engineering/0000394.jpg
Building Chicken Coops: Storey's Country Wisdom Bulletin A.224,Gail Damerow,Paperback,4.0,3.23,9781580172738,Technology-Engineering,dataset/Technology-Engineering/0000395.jpg
Practical Professional Cookery,H. L. Cracknell,Paperback,4.5,40.9,9781861528735,Technology-Engineering,dataset/Technology-Engineering/0000396.jpg
Every Living Thing,James Herriot,Paperback,4.5,9.68,9781447226086,Technology-Engineering,dataset/Technology-Engineering/0000397.jpg
Little Britches,Ralph Moody,Paperback,4.5,13.33,9780803281783,Technology-Engineering,dataset/Technology-Engineering/0000399.jpg
Panzers in Berlin 1945,Lee Archer,Hardback,0.0,64.95,9781908032164,Technology-Engineering,dataset/Technology-Engineering/0000400.jpg
The Future of the Mind,Department of Physics Michio Kaku,Hardback,4.0,21.55,9780385530828,Technology-Engineering,dataset/Technology-Engineering/0000401.jpg
How to Weld,Todd Bridigum,Paperback,4.0,17.62,9780760331743,Technology-Engineering,dataset/Technology-Engineering/0000402.jpg
"The Lego Power Functions Idea Book, Volume 2",Yoshihito Isogawa,Paperback,4.5,22.22,9781593276898,Technology-Engineering,dataset/Technology-Engineering/0000403.jpg
Flavor Matrix: The Art and Science of Pairing Common Ingredients to Create Extraordinary Dishes,James Briscione,Hardback,4.0,23.69,9780544809963,Technology-Engineering,dataset/Technology-Engineering/0000404.jpg
Home Production of Quality Meats and Sausages,Stanley Marianski,Paperback,4.5,21.0,9780982426739,Technology-Engineering,dataset/Technology-Engineering/0000405.jpg
Code of Practice for In-service Inspection and Testing of Electrical Equipment,The Institution of Engineering and Technology,Paperback,4.0,65.71,9781849196260,Technology-Engineering,dataset/Technology-Engineering/0000406.jpg
The Art of Making Fermented Sausages,Stanley Marianski,Paperback,4.0,13.56,9780982426715,Technology-Engineering,dataset/Technology-Engineering/0000407.jpg
Machinery's Handbook,Christopher J. McCauley,Hardback,4.5,70.93,9780831130916,Technology-Engineering,dataset/Technology-Engineering/0000408.jpg
Most Secret War,R.V. Jones,Paperback,4.5,12.46,9780141042824,Technology-Engineering,dataset/Technology-Engineering/0000409.jpg
The Idea Factory,Jon Gertner,Paperback,4.0,11.29,9780143122791,Technology-Engineering,dataset/Technology-Engineering/0000410.jpg
The Lego Trains Book,Holger Matthes,Hardback,3.5,21.36,9781593278199,Technology-Engineering,dataset/Technology-Engineering/0000411.jpg
QED,Richard P. Feynman,Paperback,4.0,15.02,9780691164090,Technology-Engineering,dataset/Technology-Engineering/0000412.jpg
Mathematical Methods for Physics and Engineering,K. F. Riley,Paperback,4.0,62.59,9780521679718,Technology-Engineering,dataset/Technology-Engineering/0000413.jpg
A Place of My Own,Michael Pollan,Paperback,4.0,15.13,9780143114741,Technology-Engineering,dataset/Technology-Engineering/0000414.jpg
Arduino Cookbook,Michael Margolis,Paperback,4.0,36.93,9781449313876,Technology-Engineering,dataset/Technology-Engineering/0000415.jpg
Botanical Inks,Babs Behan,Paperback,4.0,17.82,9781787131569,Technology-Engineering,dataset/Technology-Engineering/0000416.jpg
The Art of War,Sun Tzu,Paperback,4.0,5.08,9780981162614,Technology-Engineering,dataset/Technology-Engineering/0000417.jpg
The Bee Friendly Garden,Doug Purdie,Paperback,4.5,24.43,9781743367568,Technology-Engineering,dataset/Technology-Engineering/0000418.jpg
The Anatomy of Colour,Patrick Baty,Hardback,4.5,33.47,9780500519332,Technology-Engineering,dataset/Technology-Engineering/0000419.jpg
Make: Analog Synthesizers,Ray Wilson,Paperback,4.0,17.17,9781449345228,Technology-Engineering,dataset/Technology-Engineering/0000420.jpg
On Weaving,Anni Albers,Hardback,4.5,32.91,9780691177854,Technology-Engineering,dataset/Technology-Engineering/0000421.jpg
The New Organic Grower: 30th Anniversary Edition,Eliot Coleman,Paperback,4.5,22.55,9781603588171,Technology-Engineering,dataset/Technology-Engineering/0000422.jpg
Framed Perspective Vol. 2,Marcos Mateu-Mestre,Paperback,4.5,20.85,9781624650321,Technology-Engineering,dataset/Technology-Engineering/0000423.jpg
"How to Diagnose and Fix Everything Electronic, Second Edition",Michael Jay Geier,Paperback,4.0,19.53,9780071848299,Technology-Engineering,dataset/Technology-Engineering/0000424.jpg
"The Big Book of Makerspace Projects: Inspiring Makers to Experiment, Create, and Learn",Colleen Graves,Paperback,3.5,16.15,9781259644252,Technology-Engineering,dataset/Technology-Engineering/0000425.jpg
Spec Ops,Admiral William H. McRaven,Paperback,4.0,14.51,9780891416005,Technology-Engineering,dataset/Technology-Engineering/0000426.jpg
Origins,Neil Degrasse Tyson,Paperback,4.0,17.05,9780393350395,Technology-Engineering,dataset/Technology-Engineering/0000427.jpg
Universal,Brian Cox,Hardback,4.0,27.61,9781846144363,Technology-Engineering,dataset/Technology-Engineering/0000428.jpg
You Are Not A Gadget,Jaron Lanier,Paperback,3.5,9.75,9780141049113,Technology-Engineering,dataset/Technology-Engineering/0000429.jpg
Climate Change: A Very Short Introduction,Mark A. Maslin,Paperback,4.0,7.7,9780198719045,Technology-Engineering,dataset/Technology-Engineering/0000430.jpg
Thing Explainer,Randall Munroe,Hardback,4.0,18.46,9780544668256,Technology-Engineering,dataset/Technology-Engineering/0000431.jpg
The Great Disruption,Paul Gilding,Paperback,4.0,21.43,9781408822180,Technology-Engineering,dataset/Technology-Engineering/0000432.jpg
Encyclopedia of Electronic Components,Charles Platt,Paperback,4.5,19.63,9781449333898,Technology-Engineering,dataset/Technology-Engineering/0000433.jpg
Australian Toys: A Collection,Luke Jones,Hardback,0.0,59.84,9781925556438,Technology-Engineering,dataset/Technology-Engineering/0000434.jpg
Human Caused Global Warming,Tim Ball Phd,Paperback,4.0,10.47,9781773021300,Technology-Engineering,dataset/Technology-Engineering/0000435.jpg
Apollo 13,James Lovell,Paperback,4.5,16.59,9780340638064,Technology-Engineering,dataset/Technology-Engineering/0000436.jpg
Skin Care and Cosmetic Ingredients Dictionary,Joseph DiNardo,Paperback,4.5,27.44,9781285060798,Technology-Engineering,dataset/Technology-Engineering/0000437.jpg
Top-Bar Beekeeping,Les Crowder,Paperback,4.5,17.2,9781603584616,Technology-Engineering,dataset/Technology-Engineering/0000438.jpg
If Only They Could Talk,James Herriot,Paperback,4.5,8.26,9780330518154,Technology-Engineering,dataset/Technology-Engineering/0000439.jpg
